
bagSizePercent numExecutionSlots numFeatures numIterations CORRECT DENBORA
	1	 	10	 	 0	  1	   0.15185185185185185	 0.3176713
	1	 	10	 	 0	  6	   0.14522821576763484	 0.1875816
	1	 	10	 	 0	  11	   0.004484304932735426	 0.2298705
	1	 	10	 	 0	  16	   0.004484304932735426	 0.1779388
	1	 	10	 	 0	  21	   0.0	 0.1574516
	1	 	10	 	 0	  26	   0.0	 0.1759538
	1	 	10	 	 0	  31	   0.0	 0.1720305
	1	 	10	 	 0	  36	   0.0	 0.172212
	1	 	10	 	 0	  41	   0.0	 0.1958734
	1	 	10	 	 0	  46	   0.0	 0.1981003
	1	 	10	 	 200	  1	   0.36565977742448336	 0.0440302
	1	 	10	 	 200	  6	   0.41186736474694596	 0.0702846
	1	 	10	 	 200	  11	   0.16115702479338845	 0.0958913
	1	 	10	 	 200	  16	   0.14968814968814967	 0.1093955
	1	 	10	 	 200	  21	   0.13417190775681345	 0.1389457
	1	 	10	 	 200	  26	   0.13807531380753138	 0.1579566
	1	 	10	 	 200	  31	   0.11040339702760085	 0.1736434
	1	 	10	 	 200	  36	   0.11440677966101694	 0.1886874
	1	 	10	 	 200	  41	   0.06941431670281997	 0.2199179
	1	 	10	 	 200	  46	   0.06941431670281997	 0.2239188
	1	 	10	 	 400	  1	   0.36248012718600947	 0.0531245
	1	 	10	 	 400	  6	   0.485342019543974	 0.0851491
	1	 	10	 	 400	  11	   0.21556886227544908	 0.1285445
	1	 	10	 	 400	  16	   0.2944550669216061	 0.1459812
	1	 	10	 	 400	  21	   0.18367346938775508	 0.1628409
	1	 	10	 	 400	  26	   0.20925553319919518	 0.2033389
	1	 	10	 	 400	  31	   0.16494845360824742	 0.2406824
	1	 	10	 	 400	  36	   0.17248459958932238	 0.2610405
	1	 	10	 	 400	  41	   0.11839323467230445	 0.3104809
	1	 	10	 	 400	  46	   0.15352697095435686	 0.3792209
	1	 	10	 	 600	  1	   0.32666666666666666	 0.0703775
	1	 	10	 	 600	  6	   0.5195618153364633	 0.1115429
	1	 	10	 	 600	  11	   0.29007633587786263	 0.1409921
	1	 	10	 	 600	  16	   0.3613138686131387	 0.1797974
	1	 	10	 	 600	  21	   0.2640776699029126	 0.2164395
	1	 	10	 	 600	  26	   0.27745664739884396	 0.2483072
	1	 	10	 	 600	  31	   0.22664015904572565	 0.2778761
	1	 	10	 	 600	  36	   0.24803149606299213	 0.3250773
