
bagSizePercent numExecutionSlots numFeatures numIterations CORRECT DENBORA
	1	 	12	 	 0	  1	   0.2952029520295203	 0.0158711
	1	 	12	 	 0	  6	   0.17435897435897435	 0.0044029
	1	 	12	 	 0	  11	   0.034482758620689655	 0.0052607
	1	 	12	 	 0	  16	   0.011627906976744186	 0.0062982
	1	 	12	 	 0	  21	   0.0	 0.0089924
	1	 	12	 	 0	  26	   0.0	 0.011414
	1	 	12	 	 0	  31	   0.0	 0.0115878
	1	 	12	 	 0	  36	   0.0	 0.0129937
	1	 	12	 	 0	  41	   0.0	 0.0134595
	1	 	12	 	 0	  46	   0.0	 0.0134249
	1	 	12	 	 200	  1	   0.44298245614035087	 0.0012168
	1	 	12	 	 200	  6	   0.38181818181818183	 0.0017302
	1	 	12	 	 200	  11	   0.07865168539325842	 0.0023791
	1	 	12	 	 200	  16	   0.07865168539325842	 0.0028903
	1	 	12	 	 200	  21	   0.08938547486033518	 0.0034364
	1	 	12	 	 200	  26	   0.11049723756906078	 0.0040491
	1	 	12	 	 200	  31	   0.16129032258064516	 0.0047144
	1	 	12	 	 200	  36	   0.11049723756906078	 0.0048884
	1	 	12	 	 200	  41	   0.07865168539325842	 0.0058224
	1	 	12	 	 200	  46	   0.11049723756906078	 0.0062308
	1	 	12	 	 400	  1	   0.32328767123287666	 7.918E-4
	1	 	12	 	 400	  6	   0.44155844155844154	 0.001203
	1	 	12	 	 400	  11	   0.13114754098360656	 0.0017042
	1	 	12	 	 400	  16	   0.160427807486631	 0.0021555
	1	 	12	 	 400	  21	   0.1	 0.0024529
	1	 	12	 	 400	  26	   0.11049723756906078	 0.0030734
	1	 	12	 	 400	  31	   0.1	 0.0036388
	1	 	12	 	 400	  36	   0.12087912087912087	 0.0041362
	1	 	12	 	 400	  41	   0.06779661016949151	 0.0046716
	1	 	12	 	 400	  46	   0.13114754098360656	 0.0082164
	1	 	12	 	 600	  1	   0.4418604651162791	 0.0011011
	1	 	12	 	 600	  6	   0.512396694214876	 0.0011763
	1	 	12	 	 600	  11	   0.2814070351758794	 0.0016516
	1	 	12	 	 600	  16	   0.15135135135135133	 0.0022373
	1	 	12	 	 600	  21	   0.1	 0.0022945
	1	 	12	 	 600	  26	   0.11049723756906078	 0.0028059
	1	 	12	 	 600	  31	   0.12087912087912087	 0.0032566
	1	 	12	 	 600	  36	   0.13114754098360656	 0.003289
	1	 	12	 	 600	  41	   0.12087912087912087	 0.0040236
	1	 	12	 	 600	  46	   0.12087912087912087	 0.0041601
	1	 	12	 	 800	  1	   0.375	 6.504E-4
	1	 	12	 	 800	  6	   0.4666666666666667	 9.402E-4
	1	 	12	 	 800	  11	   0.2094240837696335	 0.0014568
	1	 	12	 	 800	  16	   0.1711229946524064	 0.0018912
	1	 	12	 	 800	  21	   0.13114754098360656	 0.0023946
	1	 	12	 	 800	  26	   0.15135135135135133	 0.0025448
	1	 	12	 	 800	  31	   0.1789473684210526	 0.0033407
	1	 	12	 	 800	  36	   0.18947368421052632	 0.0036136
	1	 	12	 	 800	  41	   0.160427807486631	 0.0041125
	1	 	12	 	 800	  46	   0.1989528795811518	 0.0041094
	3	 	12	 	 0	  1	   0.22727272727272724	 0.0011577
	3	 	12	 	 0	  6	   0.2094240837696335	 0.0031224
	3	 	12	 	 0	  11	   0.08938547486033518	 0.0062507
	3	 	12	 	 0	  16	   0.1	 0.0088255
	3	 	12	 	 0	  21	   0.1	 0.0113711
	3	 	12	 	 0	  26	   0.08938547486033518	 0.012642
	3	 	12	 	 0	  31	   0.045714285714285714	 0.0179798
	3	 	12	 	 0	  36	   0.07865168539325842	 0.0210839
	3	 	12	 	 0	  41	   0.045714285714285714	 0.0208317
	3	 	12	 	 0	  46	   0.08938547486033518	 0.0297939
	3	 	12	 	 200	  1	   0.4651162790697674	 6.803E-4
	3	 	12	 	 200	  6	   0.611111111111111	 0.001459
	3	 	12	 	 200	  11	   0.34615384615384615	 0.0019878
	3	 	12	 	 200	  16	   0.3636363636363636	 0.0030774
	3	 	12	 	 200	  21	   0.3398058252427184	 0.0038903
	3	 	12	 	 200	  26	   0.45945945945945943	 0.0047126
	3	 	12	 	 200	  31	   0.4166666666666667	 0.0063452
	3	 	12	 	 200	  36	   0.3791469194312796	 0.0066311
	3	 	12	 	 200	  41	   0.31527093596059114	 0.0068141
	3	 	12	 	 200	  46	   0.3636363636363636	 0.0086996
	3	 	12	 	 400	  1	   0.5670498084291187	 6.917E-4
	3	 	12	 	 400	  6	   0.6511627906976745	 0.0014108
	3	 	12	 	 400	  11	   0.4890829694323144	 0.002201
	3	 	12	 	 400	  16	   0.5	 0.0029903
	3	 	12	 	 400	  21	   0.4978165938864629	 0.0037351
	3	 	12	 	 400	  26	   0.5108225108225108	 0.0050801
	3	 	12	 	 400	  31	   0.4912280701754385	 0.0049882
	3	 	12	 	 400	  36	   0.4799999999999999	 0.0056183
	3	 	12	 	 400	  41	   0.3943661971830986	 0.0063762
	3	 	12	 	 400	  46	   0.47787610619469023	 0.007318
	3	 	12	 	 600	  1	   0.48979591836734687	 6.733E-4
	3	 	12	 	 600	  6	   0.5811320754716981	 0.0011545
	3	 	12	 	 600	  11	   0.5387755102040815	 0.0022098
	3	 	12	 	 600	  16	   0.4999999999999999	 0.0024849
	3	 	12	 	 600	  21	   0.46636771300448426	 0.003533
	3	 	12	 	 600	  26	   0.5630252100840336	 0.0049184
	3	 	12	 	 600	  31	   0.5130434782608695	 0.004657
	3	 	12	 	 600	  36	   0.4732142857142857	 0.0066536
	3	 	12	 	 600	  41	   0.4383561643835616	 0.0059011
	3	 	12	 	 600	  46	   0.47111111111111104	 0.006869
	3	 	12	 	 800	  1	   0.48109965635738833	 7.514E-4
	3	 	12	 	 800	  6	   0.5405405405405405	 0.0016572
	3	 	12	 	 800	  11	   0.46288209606986896	 0.0019378
	3	 	12	 	 800	  16	   0.4601769911504424	 0.0025181
	3	 	12	 	 800	  21	   0.4383561643835616	 0.0033163
	3	 	12	 	 800	  26	   0.5194805194805194	 0.0039977
	3	 	12	 	 800	  31	   0.4732142857142857	 0.0045728
	3	 	12	 	 800	  36	   0.4504504504504504	 0.0051691
	3	 	12	 	 800	  41	   0.44545454545454544	 0.0058342
	3	 	12	 	 800	  46	   0.4434389140271493	 0.0061074
	5	 	12	 	 0	  1	   0.46416382252559724	 0.0011837
	5	 	12	 	 0	  6	   0.4424778761061946	 0.0048195
	5	 	12	 	 0	  11	   0.32195121951219513	 0.0082178
	5	 	12	 	 0	  16	   0.39999999999999997	 0.0139502
	5	 	12	 	 0	  21	   0.2639593908629442	 0.0166504
	5	 	12	 	 0	  26	   0.29	 0.0214828
	5	 	12	 	 0	  31	   0.29	 0.0300851
	5	 	12	 	 0	  36	   0.29850746268656714	 0.0315595
	5	 	12	 	 0	  41	   0.21875	 0.0292789
	5	 	12	 	 0	  46	   0.25510204081632654	 0.045745
	5	 	12	 	 200	  1	   0.5018181818181818	 6.848E-4
	5	 	12	 	 200	  6	   0.6030534351145038	 0.0015635
